Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody 1],Antibody Identifier 1,Comment [Antibody 1],Experimental Condition [Antibody 2],Antibody Identifier 2,Comment [Antibody 2],Experimental Condition [Antibody 3],Antibody Identifier 3,Comment [Antibody 3],Comment [Probe],Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
GBX2_10PCW,ImageCollection_0000010397_GBX2.ome.tiff,"Fetal brain 13081, slide 129",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,GBX2_10pcw\ImageCollection_0000010397_GBX2.ome.tiff,,,,DAB,Diencephalon (strong)
GBX2_10PCW,ImageCollection_0000010398_GBX2.ome.tiff,"Fetal brain 13081, slide 155",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,GBX2_10pcw\ImageCollection_0000010398_GBX2.ome.tiff,,,,DAB,Diencephalon (strong)
GBX2_10PCW,ImageCollection_0000010399_GBX2.ome.tiff,"Fetal brain 13081, slide 149",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,GBX2_10pcw\ImageCollection_0000010399_GBX2.ome.tiff,,,,DAB,Diencephalon (strong)
GBX2_10PCW,ImageCollection_0000010400_GBX2.ome.tiff,"Fetal brain 13081, slide 105",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,GBX2_10pcw\ImageCollection_0000010400_GBX2.ome.tiff,,,,DAB,Diencephalon (strong)
GBX2_15PCW,"13654,32,diencep,15pcw,14_GBX2.ome.tiff","Fetal brain 13654, slide 14",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_15pcw\13654,32,diencep,15pcw,14_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_15PCW,"13654,32,diencep,15pcw,24_GBX2.ome.tiff","Fetal brain 13654, slide 24",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_15pcw\13654,32,diencep,15pcw,24_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_15PCW,"13654,33,diencep,15pcw,11_GBX2.ome.tiff","Fetal brain 13654, slide 11",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_15pcw\13654,33,diencep,15pcw,11_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_15PCW,"13654,33,diencep,15pcw,28_GBX2.ome.tiff","Fetal brain 13654, slide 28",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_15pcw\13654,33,diencep,15pcw,28_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_CS23,"11613,1,Embryo,CS23,294_2018-05-14 12_27_30.scn [1]","Embryo 11613, slide 294",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\11613,1,Embryo,CS23,294_2018-05-14 12_27_30.scn [1]",,,,DAB,"Diencephalon, rhombencephalon (strong)"
GBX2_CS23,"11613,1,Embryo,CS23,294_2018-05-14 12_27_30.scn [macro]","Embryo 11613, slide 294",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\11613,1,Embryo,CS23,294_2018-05-14 12_27_30.scn [macro]",,,,DAB,"Diencephalon, rhombencephalon (strong)"
GBX2_CS23,"11613,1,Embryo,CS23,335_2018-05-14 15_17_14.scn [1]","Embryo 11613, slide 335",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\11613,1,Embryo,CS23,335_2018-05-14 15_17_14.scn [1]",,,,DAB,"Diencephalon, rhombencephalon (strong)"
GBX2_CS23,"11613,1,Embryo,CS23,335_2018-05-14 15_17_14.scn [macro]","Embryo 11613, slide 335",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\11613,1,Embryo,CS23,335_2018-05-14 15_17_14.scn [macro]",,,,DAB,"Diencephalon, rhombencephalon (strong)"
GBX2_CS23,"12204,1,Head,CS23,76_GBX2.ome.tiff","Embryo 12204, slide 76",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12204,1,Head,CS23,76_GBX2.ome.tiff",,,,DAB,"Telencephalon, subpallium, diencephalon (strong)"
GBX2_CS23,"12204,1,Head,CS23,82_GBX2.ome.tiff","Embryo 12204, slide 82",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12204,1,Head,CS23,82_GBX2.ome.tiff",,,,DAB,"Telencephalon, subpallium, diencephalon (strong)"
GBX2_CS23,"12506,5,R hemi,CS23,20_GBX2.ome.tiff","Embryonic brain 12506, slide 20",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12506,5,R hemi,CS23,20_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_CS23,"12602,1,head,CS23,125_GBX2.ome.tiff","Embryo 12602, slide 125",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12602,1,head,CS23,125_GBX2.ome.tiff",,,,DAB,"Telencephalon, subpallium, diencephalon (strong)"
GBX2_CS23,"12602,1,head,CS23,157_GBX2.ome.tiff","Embryo 12602, slide 157",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12602,1,head,CS23,157_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_CS23,"12602,1,head,CS23,177_GBX2.ome.tiff","Embryo 12602, slide 177",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12602,1,head,CS23,177_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_CS23,"12602,1,head,CS23,209_GBX2.ome.tiff","Embryo 12602, slide 209",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12602,1,head,CS23,209_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_CS23,"12602,1,head,CS23,220_GBX2.ome.tiff","Embryo 12602, slide 220",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12602,1,head,CS23,220_GBX2.ome.tiff",,,,DAB,"Diencephalon, rhombencephalon (strong)"
GBX2_CS23,"12780,1,head,CS23,82_GBX2.ome.tiff","Embryo 12780, slide 82",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12780,1,head,CS23,82_GBX2.ome.tiff",,,,DAB,"Telencephalon, subpallium, choroid plexus, diencephalon, oral epithelium, surface ectoderm (strong)"
GBX2_CS23,"12780,1,head,CS23,90_GBX2.ome.tiff","Embryo 12780, slide 90",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS23\12780,1,head,CS23,90_GBX2.ome.tiff",,,,DAB,"Choroid plexus, diencephalon, oral epithelium, surface ectoderm (strong)"
GBX2_8PCW,"13107,18,R brain,Late 8,33_GBX2.ome.tiff","Fetal brain 13107, slide 33",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_8pcw\13107,18,R brain,Late 8,33_GBX2.ome.tiff",,,,DAB,"Telencephalon, subpallium, diencephalon, choroid plexus, rhombencephalon (strong)"
GBX2_8PCW,"13107,18,R brain,Late 8,43_GBX2.ome.tiff","Fetal brain 13107, slide 43",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_8pcw\13107,18,R brain,Late 8,43_GBX2.ome.tiff",,,,DAB,"Telencephalon, subpallium, diencephalon, choroid plexus, rhombencephalon (strong)"
GBX2_CS19,"1032,1,head,CS19,78_GBX2.ome.tiff","Embryo 1032, slide 78",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS19\1032,1,head,CS19,78_GBX2.ome.tiff",,,,DAB,"Rhombencephalon, spinal cord (strong)"
GBX2_CS21,"13436,1,embryo,CS21,144_GBX2.ome.tiff","Embryo 13436, slide 144",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS21\13436,1,embryo,CS21,144_GBX2.ome.tiff",,,,DAB,Diencephalon (strong)
GBX2_CS21,"13436,1,embryo,CS21,151_GBX2.ome.tiff","Embryo 13436, slide 151",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,GBX2,NM_001485,Proteintech 21639-1-AP,,,,,,,,ENSG00000168505,GBX2,,,,,"GBX2_CS21\13436,1,embryo,CS21,151_GBX2.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus, eye, nasal epithelium, surface ectoderm (strong)"
HOPX_10PCW,"12929,20,R.Head,10PCW,106_hopx.ome.tiff","Fetus 12929, slide 106",Homo sapiens,NCBITaxon,9606,10PCW,RNAscope,,NM_001145459,,,,,,,,ACDBio 423001,ENSG00000171476,HOPX,,,,,"HOPX_10pcw\12929,20,R.Head,10PCW,106_hopx.ome.tiff",,,,Fast Red,"Telencephalon, pallium, subpallium (strong)"
HOPX_18PCW,"13463,31,MBHB,18pcw,25_hopx.ome.tiff","Fetal brain 13463, slide 25",Homo sapiens,NCBITaxon,9606,18PCW,RNAscope,,NM_001145459,,,,,,,,ACDBio 423001,ENSG00000171476,HOPX,,,,,"HOPX_18pcw\13463,31,MBHB,18pcw,25_hopx.ome.tiff",,,,Fast Red,Cerebellum (strong)
ISL1_CS15,"11847,1,embryo,CS15,151_ISL1.ome.tiff","Embryo 11847, slide 151",Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,ISL1,NM_002202,Sigma SAB5300443,,,,,,,,ENSG00000016082,ISL1,,,,,"ISL1_CS15\11847,1,embryo,CS15,151_ISL1.ome.tiff",,,,DAB,"Spinal cord, dorsal root ganglion, intestine (strong)"
ISL1_CS17,"11911,3,Head,CS17,106_ISL1.ome.tiff","Embryo 11911, slide 106",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,ISL1,NM_002202,Sigma SAB5300443,,,,,,,,ENSG00000016082,ISL1,,,,,"ISL1_CS17\11911,3,Head,CS17,106_ISL1.ome.tiff",,,,DAB,"Telencephalon, subpallium, diencephalon, trigeminal nerve (strong)"
ISL1_CS19,"12769,3,body,CS19,58_ISL1.ome.tiff","Embryo 12769, slide 58",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,ISL1,NM_002202,Sigma SAB5300443,,,,,,,,ENSG00000016082,ISL1,,,,,"ISL1_CS19\12769,3,body,CS19,58_ISL1.ome.tiff",,,,DAB,"Spinal cord, dorsal root ganglion, stomach, lung (strong)"
ISL1_13PCW,"13196,3,K+A,13PCW,20_ISL1.ome.tiff","Fetal kidney and adrenal 13196, slide 20",Homo sapiens,NCBITaxon,9606,13PCW,Immunohistochemistry,ISL1,NM_002202,Sigma SAB5300443,,,,,,,,ENSG00000016082,ISL1,,,,,"ISL1_13pcw\13196,3,K+A,13PCW,20_ISL1.ome.tiff",,,,DAB,Adrenal gland (strong)
ISL1_HB9_SOX2_CS11,290819_CS11_14653.12 B1.lif - 12.1.tif,Embryo 14653,Homo sapiens,NCBITaxon,9606,CS11,Immunofluorescence,ISL1,NM_002202,R&D Systems AF1837,HB9,NM_001165255,DSHB 81.5C10,SOX2,NM_003106,R&D Systems AF2018,,ENSG00000016082,ISL1,ENSG00000130675,MNX1,ENSG00000181449,SOX2,ISL1_HB9_SOX2_CS11\290819_CS11_14653.12 B1.lif - 12.1.tif,,1 - DAPI; 2 - ISL1; 3 - HB9; 4 - SOX2,,,Spinal cord motor neurons (strong)
ISL1_HB9_SOX2_CS11,290819_CS11_14653.12 B1.lif - 12.2.tif,Embryo 14653,Homo sapiens,NCBITaxon,9606,CS11,Immunofluorescence,ISL1,NM_002202,R&D Systems AF1837,HB9,NM_001165255,DSHB 81.5C10,SOX2,NM_003106,R&D Systems AF2018,,ENSG00000016082,ISL1,ENSG00000130675,MNX1,ENSG00000181449,SOX2,ISL1_HB9_SOX2_CS11\290819_CS11_14653.12 B1.lif - 12.2.tif,,1 - DAPI; 2 - ISL1; 3 - HB9; 4 - SOX2,,,Spinal cord motor neurons (strong)
ISL1_HB9_SOX2_CS13,290819_CS13_14457.1 B1.lif - TileScan 1 Position 3.tif,Embryo 14457,Homo sapiens,NCBITaxon,9606,CS13,Immunofluorescence,ISL1,NM_002202,R&D Systems AF1837,HB9,NM_001165255,DSHB 81.5C10,SOX2,NM_003106,R&D Systems AF2018,,ENSG00000016082,ISL1,ENSG00000130675,MNX1,ENSG00000181449,SOX2,ISL1_HB9_SOX2_CS13\290819_CS13_14457.1 B1.lif - TileScan 1 Position 3.tif,,1 - DAPI; 2 - ISL1; 3 - HB9; 4 - SOX2,,,Spinal cord motor neurons (strong)
ISL1_HB9_SOX2_CS15,290819_CS15_14631.2 F2.1.lif - 2.1.tif,Embryo 14631,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,ISL1,NM_002202,R&D Systems AF1837,HB9,NM_001165255,DSHB 81.5C10,SOX2,NM_003106,R&D Systems AF2018,,ENSG00000016082,ISL1,ENSG00000130675,MNX1,ENSG00000181449,SOX2,ISL1_HB9_SOX2_CS15\290819_CS15_14631.2 F2.1.lif - 2.1.tif,,1 - DAPI; 2 - ISL1; 3 - HB9; 4 - SOX2,,,Spinal cord motor neurons (strong)
ISL1_HB9_SOX2_CS15,290819_CS15_14631.2 F2.1.lif - 2.4.tif,Embryo 14631,Homo sapiens,NCBITaxon,9606,CS15,Immunofluorescence,ISL1,NM_002202,R&D Systems AF1837,HB9,NM_001165255,DSHB 81.5C10,SOX2,NM_003106,R&D Systems AF2018,,ENSG00000016082,ISL1,ENSG00000130675,MNX1,ENSG00000181449,SOX2,ISL1_HB9_SOX2_CS15\290819_CS15_14631.2 F2.1.lif - 2.4.tif,,1 - DAPI; 2 - ISL1; 3 - HB9; 4 - SOX2,,,Spinal cord motor neurons (strong)
ISL1_HB9_SOX2_CS17,290819_CS17_14437.2 B1.lif - TileScan 1 Region 6_Merged.tif,Embryo 14437,Homo sapiens,NCBITaxon,9606,CS17,Immunofluorescence,ISL1,NM_002202,R&D Systems AF1837,HB9,NM_001165255,DSHB 81.5C10,SOX2,NM_003106,R&D Systems AF2018,,ENSG00000016082,ISL1,ENSG00000130675,MNX1,ENSG00000181449,SOX2,ISL1_HB9_SOX2_CS17\290819_CS17_14437.2 B1.lif - TileScan 1 Region 6_Merged.tif,,1 - DAPI; 2 - ISL1; 3 - HB9; 4 - SOX2,,,Spinal cord motor neurons (strong)
ISL1_HB9_SOX2_CS17,290819_CS17_14437.2 B1.lif - TileScan 4 2.1.tif,Embryo 14437,Homo sapiens,NCBITaxon,9606,CS17,Immunofluorescence,ISL1,NM_002202,R&D Systems AF1837,HB9,NM_001165255,DSHB 81.5C10,SOX2,NM_003106,R&D Systems AF2018,,ENSG00000016082,ISL1,ENSG00000130675,MNX1,ENSG00000181449,SOX2,ISL1_HB9_SOX2_CS17\290819_CS17_14437.2 B1.lif - TileScan 4 2.1.tif,,1 - DAPI; 2 - ISL1; 3 - HB9; 4 - SOX2,,,Spinal cord motor neurons (strong)
ISL1_HB9_SOX2_CS17,290819_CS17_14437.2 B1.lif - TileScan 4 2.2.tif,Embryo 14437,Homo sapiens,NCBITaxon,9606,CS17,Immunofluorescence,ISL1,NM_002202,R&D Systems AF1837,HB9,NM_001165255,DSHB 81.5C10,SOX2,NM_003106,R&D Systems AF2018,,ENSG00000016082,ISL1,ENSG00000130675,MNX1,ENSG00000181449,SOX2,ISL1_HB9_SOX2_CS17\290819_CS17_14437.2 B1.lif - TileScan 4 2.2.tif,,1 - DAPI; 2 - ISL1; 3 - HB9; 4 - SOX2,,,Spinal cord motor neurons (strong)
KRT19_VIM_CS22,hLensCS229y6_CK19gVimentinrHoe_40xApo_010812_(c1+c2+c3).TIF,,Homo sapiens,NCBITaxon,9606,CS22,Immunofluorescence,CK19 ,NM_002276,,Vimentin,NM_003380,,,,,,ENSG00000171345,KRT19 ,ENSG00000026025,VIM,,,KRT19_VIM_CS22\hLensCS229y6_CK19gVimentinrHoe_40xApo_010812_(c1+c2+c3).TIF,,1 - Hoechst; 2- KRT19; 3 - VIM,,,"Eye, lens (strong)"
KRT19_VIM_12PCW,hEyeF412wk_cornea_CK19gVimentinrHoePhase_40xApo2_010812_(c1+c2+c3).TIF,,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,CK19 ,NM_002276,,Vimentin,NM_003380,,,,,,ENSG00000171345,KRT19 ,ENSG00000026025,VIM,,,KRT19_VIM_12pcw\hEyeF412wk_cornea_CK19gVimentinrHoePhase_40xApo2_010812_(c1+c2+c3).TIF,,1 - Hoechst; 2- KRT19; 3 - VIM,,,"Eye, cornea (strong)"
KRT19_VIM_12PCW,hEyeF412wk_cornea_CK19gVimentinrHoe_40xApo_010812_(c1+c2+c3).TIF,,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,CK19 ,NM_002276,,Vimentin,NM_003380,,,,,,ENSG00000171345,KRT19 ,ENSG00000026025,VIM,,,KRT19_VIM_12pcw\hEyeF412wk_cornea_CK19gVimentinrHoe_40xApo_010812_(c1+c2+c3).TIF,,1 - Hoechst; 2- KRT19; 3 - VIM,,,"Eye, cornea (strong)"
KRT19_VIM_12PCW,hEyeF412wk_PCM_CK19gVimentinrHoe_63xApo_010812_(c1+c2+c3).TIF,,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,CK19 ,NM_002276,,Vimentin,NM_003380,,,,,,ENSG00000171345,KRT19 ,ENSG00000026025,VIM,,,KRT19_VIM_12pcw\hEyeF412wk_PCM_CK19gVimentinrHoe_63xApo_010812_(c1+c2+c3).TIF,,1 - Hoechst; 2- KRT19; 3 - VIM,,,"Eye, pigmented ciliary margin (strong)"
KRT19_VIM_12PCW,hEyeF412wk_retinayRPE_CK19gVimentinrHoe_40xApo_010812_(c1+c2+c3).TIF,,Homo sapiens,NCBITaxon,9606,12PCW,Immunofluorescence,CK19 ,NM_002276,,Vimentin,NM_003380,,,,,,ENSG00000171345,KRT19 ,ENSG00000026025,VIM,,,KRT19_VIM_12pcw\hEyeF412wk_retinayRPE_CK19gVimentinrHoe_40xApo_010812_(c1+c2+c3).TIF,,1 - Hoechst; 2- KRT19; 3 - VIM,,,"Eye, retina (strong)"
LHX6_10PCW,"13341,1,Brain,10pcw,142_LHX6.ome.tiff","Fetal brain 13341, slide 142",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,LHX6,NM_014368,Santa Cruz Sc-271433,,,,,,,,ENSG00000106852,LHX6,,,,,"LHX6_10pcw\13341,1,Brain,10pcw,142_LHX6.ome.tiff",,,,DAB,"Telencephalon, subpallium, septum (strong)"
LHX6_CS19,"1032,1,head,CS19,100_LHX6.ome.tiff","Embryo 1032, slide 100",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,LHX6,NM_014368,Santa Cruz Sc-271433,,,,,,,,ENSG00000106852,LHX6,,,,,"LHX6_CS19\1032,1,head,CS19,100_LHX6.ome.tiff",,,,DAB,Hypothalamus (strong)
LHX6_CS19,"1032,1,head,CS19,50_LHX6.ome.tiff","Embryo 1032, slide 50",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,LHX6,NM_014368,Santa Cruz Sc-271433,,,,,,,,ENSG00000106852,LHX6,,,,,"LHX6_CS19\1032,1,head,CS19,50_LHX6.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus (strong)"
LHX6_CS19,"1032,1,head,CS19,60_LHX6.ome.tiff","Embryo 1032, slide 60",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,LHX6,NM_014368,Santa Cruz Sc-271433,,,,,,,,ENSG00000106852,LHX6,,,,,"LHX6_CS19\1032,1,head,CS19,60_LHX6.ome.tiff",,,,DAB,"Telencephalon, subpallium, hypothalamus (strong)"
LHX6_CS19,"1032,1,head,CS19,74_LHX6.ome.tiff","Embryo 1032, slide 74",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,LHX6,NM_014368,Santa Cruz Sc-271433,,,,,,,,ENSG00000106852,LHX6,,,,,"LHX6_CS19\1032,1,head,CS19,74_LHX6.ome.tiff",,,,DAB,Hypothalamus (strong)
LMX1A_10PCW,"12929,20,R.Head,10PCW,116_lmx1a.ome.tiff","Fetus 12929, slide 116",Homo sapiens,NCBITaxon,9606,10PCW,RNAscope,,NM_177398,,,,,,,,ACDBio 540661,ENSG00000162761,LMX1A,,,,,"LMX1A_10pcw\12929,20,R.Head,10PCW,116_lmx1a.ome.tiff",,,,Fast Red,"Telencephalon, pallium, subpallium, hypothalamus, cortical hem, choroid plexus, cerebellum (strong)"
LMX1A_14PCW,"13002,23,Hindbrain,14pcw,15_lmx1a.ome.tiff","Fetal brain 13002, slide 15",Homo sapiens,NCBITaxon,9606,14PCW,RNAscope,,NM_177398,,,,,,,,ACDBio 540661,ENSG00000162761,LMX1A,,,,,"LMX1A_14pcw\13002,23,Hindbrain,14pcw,15_lmx1a.ome.tiff",,,,Fast Red,Rhombic lip (strong)
LMX1A_18PCW,"13463,31,MBHB,18pcw,42_lmx1a.ome.tiff","Fetal brain 13436, slide 42",Homo sapiens,NCBITaxon,9606,18PCW,RNAscope,,NM_177398,,,,,,,,ACDBio 540661,ENSG00000162761,LMX1A,,,,,"LMX1A_18pcw\13463,31,MBHB,18pcw,42_lmx1a.ome.tiff",,,,Fast Red,Rhombic lip (strong)
LMX1A_CS20,"11587,1,head,CS20,59_lmx1a.ome.tiff","Embryo 11587, slide 59",Homo sapiens,NCBITaxon,9606,CS20,RNAscope,,NM_177398,,,,,,,,ACDBio 540661,ENSG00000162761,LMX1A,,,,,"LMX1A_CS20\11587,1,head,CS20,59_lmx1a.ome.tiff",,,,Fast Red,"Diencephalon, mesencephalon, rhombic lip (strong)"
MKI67_10PCW,"12044,2,LFB,10PCW,63_KI67.ome.tiff","Fetal brain 12044, slide 63",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_10pcw\12044,2,LFB,10PCW,63_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_10PCW,"12044,2,LFB,10PCW,74_KI67.ome.tiff","Fetal brain 12044, slide 74",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_10pcw\12044,2,LFB,10PCW,74_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_10PCW,"12044,2,LFB,10PCW,83_KI67.ome.tiff","Fetal brain 12044, slide 83",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_10pcw\12044,2,LFB,10PCW,83_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_10PCW,"12044,2,LFB,10PCW,93_KI67.ome.tiff","Fetal brain 12044, slide 93",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_10pcw\12044,2,LFB,10PCW,93_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_10PCW,"13136,5,Forebrain,10pcw,118_KI67.ome.tiff","Fetal brain 13136, slide 118",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_10pcw\13136,5,Forebrain,10pcw,118_KI67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_10PCW,"13136,5,Forebrain,10pcw,141_Ki67.ome.tiff","Fetal brain 13136, slide 141",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_10pcw\13136,5,Forebrain,10pcw,141_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_10PCW,"13168,6,ribs,10pcw,14_Ki67.ome.tiff","Fetus 11610, slide 14",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Ki-67,NM_002417,Dako M7240,,,,,,,,ENSG00000148773,MKI67,,,,,"MKI67_10pcw\13168,6,ribs,10pcw,14_Ki67.ome.tiff",,,,DAB,Proliferating cells (strong)
MKI67_10PCW,"12929,20,R.Head,10PCW,106_ki67.ome.tiff","Fetus 12929, slide 106",Homo sapiens,NCBITaxon,9606,10PCW,RNAscope,,NM_002417,,,,,,,,ACDBio 591771,ENSG00000148773,MKI67,,,,,"MKI67_10pcw\12929,20,R.Head,10PCW,106_ki67.ome.tiff",,,,Fast Red,Proliferating cells (strong)
